Years,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,Final
113: customers with PV,1674,2170,3168,4850,6934,9083,11170,13139,14904,16316,17338,18123,18758,19259,19651,19948,20187,20398,20581,20734,20861,20968,21066,21159,21247,21329,21408,21483,21559,21636,21716,21802,21894,21997,22106,22227
114: customers with PV,1674,3285,5342,7583,9814,11970,13934,15609,16871,17801,18541,19140,19610,19970,20249,20485,20687,20859,21003,21118,21218,21308,21389,21464,21534,21597,21657,21713,21771,21832,21897,21966,22043,22131,22225,22332
115: customers with PV,1674,2170,3168,4850,6934,9083,11170,13138,14884,16265,17256,17996,18575,19016,19342,19570,19741,19882,19993,20075,20129,20162,20186,20203,20215,20220,20221,20218,20215,20212,20212,20216,20227,20247,20278,20322
116: customers with PV,1674,3285,5342,7583,9814,11970,13934,15605,16840,17737,18441,18990,19401,19696,19907,20075,20206,20307,20379,20421,20446,20461,20468,20467,20459,20445,20426,20404,20382,20363,20347,20335,20330,20334,20350,20379
117: customers with PV,1674,3871,8429,14486,17717,19188,20043,20713,21211,21526,21721,21747,21606,21338,20952,20469,19923,19344,18740,18107,17462,16829,16226,15656,15120,14618,14151,13721,13333,12989,12685,12424,12209,12042,11913,11836
118: customers with PV,1674,9062,15662,18347,19618,20424,21057,21583,21999,22240,22357,22306,22098,21762,21313,20772,20173,19547,18902,18235,17570,16926,16313,15734,15188,14677,14201,13762,13367,13015,12704,12435,12214,12041,11906,11823
119: customers with PV,1674,3871,8429,14486,17717,19188,20037,20575,20882,21011,20958,20695,20253,19695,19042,18314,17545,16765,15979,15186,14399,13640,12923,12250,11621,11034,10488,9983,9524,9107,8732,8397,8104,7855,7651,7493
120: customers with PV,1674,9062,15662,18347,19618,20424,21045,21419,21639,21678,21536,21188,20670,20042,19324,18537,17717,16892,16067,15242,14438,13671,12947,12268,11632,11039,10486,9976,9511,9089,8709,8368,8071,7818,7610,7447
121: customers with PV,1674,2170,3168,4850,6934,9083,11170,13139,14904,16316,17339,18142,18792,19297,19679,19950,20167,20342,20474,20560,20605,20628,20629,20610,20571,20514,20439,20352,20259,20163,20067,19973,19891,19825,19775,19747
122: customers with PV,1674,3285,5342,7583,9814,11970,13934,15609,16881,17844,18619,19244,19724,20075,20351,20573,20745,20872,20956,21008,21031,21028,21002,20953,20883,20794,20690,20574,20452,20328,20203,20082,19972,19881,19807,19757
123: customers with PV,1674,2170,3168,4850,6934,9083,11170,13138,14883,16258,17239,17983,18560,18980,19264,19431,19535,19588,19590,19534,19429,19289,19118,18916,18684,18422,18132,17820,17494,17157,16812,16465,16123,15797,15494,15223
124: customers with PV,1674,3285,5342,7583,9814,11970,13934,15605,16847,17771,18498,19059,19461,19722,19900,20016,20072,20074,20024,19933,19801,19633,19431,19195,18928,18631,18309,17966,17607,17238,16862,16483,16112,15758,15429,15133
125: customers with PV,1674,3871,8429,14486,17717,19188,20043,20713,21211,21523,21709,21716,21540,21217,20752,20161,19477,18735,17939,17085,16192,15295,14410,13545,12704,11890,11106,10360,9665,9024,8438,7912,7456,7064,6745,6510
126: customers with PV,1674,9062,15662,18347,19618,20424,21057,21584,22003,22247,22358,22289,22047,21655,21125,20473,19734,18942,18103,17217,16306,15396,14498,13620,12766,11938,11142,10383,9676,9023,8426,7890,7424,7024,6697,6454
127: customers with PV,1674,3871,8429,14486,17717,19188,20037,20573,20870,20979,20893,20575,20044,19360,18539,17596,16567,15485,14358,13181,11974,10770,9586,8428,7301,6206,5148,4128,3158,2240,1380,594,337,322,329,342
128: customers with PV,1674,9062,15662,18347,19618,20424,21045,21417,21632,21658,21486,21084,20477,19720,18830,17824,16739,15607,14437,13228,12003,10787,9591,8421,7281,6175,5104,4074,3092,2165,1295,515,328,319,326,339
129: customers with PV,1674,2145,3101,4766,6837,8973,11023,12943,14664,16098,17173,17998,18690,19277,19783,20224,20612,20955,21267,21567,21857,22136,22405,22664,22914,23156,23390,23618,23841,24062,24281,24499,24715,24930,25143,25355
130: customers with PV,1674,3256,5275,7510,9732,11872,13813,15476,16753,17700,18460,19107,19658,20125,20529,20880,21201,21508,21802,22084,22356,22617,22868,23110,23343,23571,23796,24019,24240,24459,24675,24890,25103,25314,25524,25732
131: customers with PV,1674,2145,3101,4766,6837,8973,11023,12943,14664,16098,17173,17998,18690,19277,19783,20224,20612,20955,21267,21567,21857,22136,22405,22664,22914,23156,23389,23611,23825,24033,24235,24430,24618,24802,24981,25157
132: customers with PV,1674,3256,5275,7510,9732,11872,13813,15476,16753,17700,18460,19107,19658,20125,20529,20880,21201,21508,21802,22084,22356,22617,22868,23110,23343,23571,23794,24009,24219,24423,24620,24810,24993,25171,25344,25514
133: customers with PV,1674,3779,8119,14151,17597,19125,19995,20665,21210,21689,22123,22520,22881,23206,23507,23788,24052,24300,24536,24760,24975,25181,25379,25570,25755,25935,26111,26283,26453,26620,26785,26948,27110,27271,27432,27592
134: customers with PV,1674,8946,15527,18296,19599,20405,21043,21562,22033,22462,22848,23198,23519,23814,24087,24341,24580,24805,25019,25223,25420,25609,25792,25969,26142,26311,26476,26640,26801,26961,27120,27277,27434,27593,27752,27913
135: customers with PV,1674,3779,8119,14151,17597,19125,19995,20665,21210,21689,22123,22520,22881,23206,23507,23788,24052,24300,24536,24760,24975,25181,25379,25560,25715,25839,25932,25996,26041,26065,26062,26036,25999,25953,25899,25838
136: customers with PV,1674,8946,15527,18296,19599,20405,21043,21562,22033,22462,22848,23198,23519,23814,24087,24341,24580,24805,25019,25223,25420,25609,25791,25952,26089,26197,26274,26324,26355,26366,26352,26316,26270,26218,26159,26094
137: customers with PV,1674,2145,3101,4766,6837,8973,11023,12943,14664,16098,17173,17998,18690,19277,19783,20224,20612,20955,21267,21567,21857,22136,22405,22664,22914,23156,23390,23618,23841,24062,24281,24499,24715,24930,25143,25355
138: customers with PV,1674,3256,5275,7510,9732,11872,13813,15476,16753,17700,18460,19107,19658,20125,20529,20880,21201,21508,21802,22084,22356,22617,22868,23110,23343,23571,23796,24019,24240,24459,24675,24890,25103,25314,25524,25732
139: customers with PV,1674,2145,3101,4766,6837,8973,11023,12943,14664,16098,17173,17998,18690,19277,19783,20224,20612,20955,21267,21567,21857,22136,22405,22664,22914,23156,23389,23611,23825,24033,24235,24428,24615,24796,24972,25142
140: customers with PV,1674,3256,5275,7510,9732,11872,13813,15476,16753,17700,18460,19107,19658,20125,20529,20880,21201,21508,21802,22084,22356,22617,22868,23110,23343,23571,23794,24009,24219,24423,24620,24808,24989,25164,25333,25498
141: customers with PV,1674,3779,8119,14151,17597,19125,19995,20665,21210,21689,22123,22520,22881,23206,23507,23788,24052,24300,24536,24760,24975,25181,25379,25570,25755,25935,26111,26283,26453,26620,26785,26948,27110,27271,27432,27592
142: customers with PV,1674,8946,15527,18296,19599,20405,21043,21562,22033,22462,22848,23198,23519,23814,24087,24341,24580,24805,25019,25223,25420,25609,25792,25969,26142,26311,26476,26640,26801,26961,27120,27277,27434,27593,27752,27913
143: customers with PV,1674,3779,8119,14151,17597,19125,19995,20665,21210,21689,22123,22520,22881,23206,23507,23788,24052,24300,24536,24760,24975,25181,25379,25560,25715,25839,25932,25996,26039,26061,26054,26022,25977,25921,25855,25780
144: customers with PV,1674,8946,15527,18296,19599,20405,21043,21562,22033,22462,22848,23198,23519,23814,24087,24341,24580,24805,25019,25223,25420,25609,25791,25952,26089,26197,26274,26323,26353,26362,26343,26302,26248,26186,26115,26037
145: customers with PV,1674,2153,3150,4880,6996,9164,11248,13195,14935,16346,17395,18211,18903,19488,19992,20430,20814,21156,21480,21794,22097,22388,22670,22941,23202,23455,23704,23951,24197,24442,24687,24930,25174,25417,25659,25902
146: customers with PV,1674,3266,5310,7568,9818,11989,13955,15628,16897,17837,18601,19250,19802,20269,20671,21024,21357,21675,21979,22272,22555,22826,23087,23339,23588,23836,24082,24326,24570,24811,25052,25292,25530,25768,26005,26241
147: customers with PV,1674,2153,3150,4880,6996,9164,11248,13195,14935,16346,17395,18211,18903,19488,19992,20430,20814,21156,21480,21794,22097,22388,22670,22941,23202,23455,23704,23951,24197,24442,24687,24930,25174,25417,25659,25902
148: customers with PV,1674,3266,5310,7568,9818,11989,13955,15628,16897,17837,18601,19250,19802,20269,20671,21024,21357,21675,21979,22272,22555,22826,23087,23339,23588,23836,24082,24326,24570,24811,25052,25292,25530,25768,26005,26241
149: customers with PV,1674,3822,8344,14493,17753,19235,20090,20760,21305,21792,22233,22635,23000,23331,23638,23925,24194,24447,24686,24914,25133,25343,25544,25739,25928,26112,26292,26469,26643,26815,26988,27163,27341,27521,27703,27889
150: customers with PV,1674,8991,15606,18350,19643,20455,21095,21620,22099,22534,22925,23280,23607,23906,24183,24442,24685,24913,25131,25339,25539,25731,25917,26098,26275,26449,26619,26789,26959,27132,27308,27485,27665,27847,28032,28219
151: customers with PV,1674,3822,8344,14493,17753,19235,20090,20760,21305,21792,22233,22635,23000,23331,23638,23925,24194,24447,24686,24914,25133,25343,25544,25739,25928,26112,26292,26469,26643,26815,26988,27163,27341,27521,27703,27889
152: customers with PV,1674,8991,15606,18350,19643,20455,21095,21620,22099,22534,22925,23280,23607,23906,24183,24442,24685,24913,25131,25339,25539,25731,25917,26098,26275,26449,26619,26789,26959,27132,27308,27485,27665,27847,28032,28219
153: customers with PV,1674,2153,3150,4880,6996,9164,11248,13195,14935,16346,17395,18211,18903,19488,19992,20430,20814,21156,21480,21794,22097,22388,22670,22941,23202,23455,23704,23951,24197,24442,24689,24938,25188,25439,25690,25944
154: customers with PV,1674,3266,5310,7568,9818,11989,13955,15628,16897,17837,18601,19250,19802,20269,20671,21024,21357,21675,21979,22272,22555,22826,23087,23339,23589,23839,24089,24340,24591,24842,25092,25342,25592,25842,26092,26342
155: customers with PV,1674,2153,3150,4880,6996,9164,11248,13195,14935,16346,17395,18211,18903,19488,19992,20430,20814,21156,21480,21794,22097,22388,22670,22941,23202,23455,23704,23951,24197,24442,24689,24938,25188,25439,25690,25944
156: customers with PV,1674,3266,5310,7568,9818,11989,13955,15628,16897,17837,18601,19250,19802,20269,20671,21024,21357,21675,21979,22272,22555,22826,23087,23339,23589,23839,24089,24340,24591,24842,25092,25342,25592,25842,26092,26342
157: customers with PV,1674,3822,8344,14493,17753,19235,20090,20760,21305,21792,22233,22635,23000,23331,23638,23925,24194,24447,24686,24914,25133,25343,25544,25739,25928,26112,26292,26469,26643,26816,26989,27165,27344,27526,27710,27897
158: customers with PV,1674,8991,15606,18350,19643,20455,21095,21620,22099,22534,22925,23280,23607,23906,24183,24442,24685,24913,25131,25339,25539,25731,25917,26099,26276,26450,26621,26791,26963,27138,27315,27494,27676,27860,28047,28236
159: customers with PV,1674,3822,8344,14493,17753,19235,20090,20760,21305,21792,22233,22635,23000,23331,23638,23925,24194,24447,24686,24914,25133,25343,25544,25739,25928,26112,26292,26469,26643,26816,26989,27165,27344,27526,27710,27897
160: customers with PV,1674,8991,15606,18350,19643,20455,21095,21620,22099,22534,22925,23280,23607,23906,24183,24442,24685,24913,25131,25339,25539,25731,25917,26099,26276,26450,26621,26791,26963,27138,27315,27494,27676,27860,28047,28236
161: customers with PV,1674,2166,3225,5050,7216,9417,11532,13492,15223,16585,17585,18380,19053,19619,20103,20521,20883,21204,21497,21763,22010,22236,22442,22627,22792,22938,23067,23182,23282,23364,23428,23473,23502,23514,23510,23490
162: customers with PV,1674,3282,5364,7652,9936,12139,14123,15791,17035,17956,18711,19347,19886,20338,20725,21070,21397,21695,21964,22208,22431,22634,22818,22988,23144,23282,23404,23511,23601,23674,23728,23763,23780,23781,23766,23734
163: customers with PV,1674,2166,3225,5050,7216,9417,11532,13492,15223,16585,17585,18380,19053,19619,20088,20471,20791,21071,21326,21550,21744,21915,22058,22177,22270,22343,22397,22431,22449,22448,22428,22389,22331,22257,22166,22059
164: customers with PV,1674,3282,5364,7652,9936,12139,14123,15791,17035,17956,18711,19347,19886,20338,20705,21014,21297,21554,21785,21984,22154,22299,22419,22520,22603,22668,22712,22737,22744,22733,22702,22651,22582,22495,22392,22271
165: customers with PV,1674,3876,8642,14916,17944,19355,20190,20849,21387,21872,22309,22705,23062,23386,23685,23945,24098,24166,24179,24134,24025,23858,23634,23344,22999,22607,22149,21634,21077,20477,19833,19146,18428,17686,16926,16150
166: customers with PV,1674,9064,15706,18410,19688,20501,21138,21665,22144,22577,22964,23315,23637,23929,24198,24427,24545,24582,24568,24496,24362,24171,23923,23611,23249,22844,22378,21856,21291,20684,20030,19334,18607,17856,17085,16298
167: customers with PV,1674,3876,8642,14916,17944,19355,20190,20849,21387,21872,22309,22705,23062,23320,23436,23466,23417,23294,23083,22776,22375,21900,21364,20774,20133,19442,18705,17934,17141,16329,15496,14647,13792,12936,12085,11242
168: customers with PV,1674,9064,15706,18410,19688,20501,21138,21665,22144,22577,22964,23315,23637,23853,23929,23923,23838,23681,23435,23097,22665,22161,21599,20985,20322,19617,18871,18091,17290,16469,15628,14770,13904,13040,12180,11327
169: customers with PV,1674,2166,3225,5050,7216,9417,11532,13492,15223,16585,17585,18380,19053,19619,20103,20521,20883,21204,21496,21757,21995,22208,22397,22561,22697,22809,22897,22963,23003,23015,22996,22944,22860,22743,22590,22399
170: customers with PV,1674,3282,5364,7652,9936,12139,14123,15791,17035,17956,18711,19347,19886,20338,20725,21070,21397,21695,21962,22201,22415,22605,22771,22920,23051,23158,23244,23306,23342,23349,23324,23263,23168,23038,22871,22666
171: customers with PV,1674,2166,3225,5050,7216,9417,11532,13492,15223,16585,17585,18380,19053,19619,20088,20467,20779,21049,21288,21491,21656,21791,21890,21956,21985,21981,21943,21869,21759,21611,21420,21183,20899,20566,20180,19737
172: customers with PV,1674,3282,5364,7652,9936,12139,14123,15791,17035,17956,18711,19347,19886,20338,20705,21010,21285,21531,21746,21924,22064,22173,22249,22297,22319,22309,22265,22185,22068,21912,21712,21462,21164,20814,20409,19948
173: customers with PV,1674,3876,8642,14916,17944,19355,20190,20849,21387,21872,22309,22705,23062,23386,23685,23945,24098,24163,24167,24107,23975,23775,23506,23160,22745,22264,21695,21043,20320,19524,18645,17681,16641,15530,14349,13097
174: customers with PV,1674,9064,15706,18410,19688,20501,21138,21665,22144,22577,22964,23315,23637,23929,24198,24427,24545,24579,24557,24471,24315,24092,23802,23436,23006,22515,21941,21285,20557,19755,18869,17898,16849,15730,14538,13276
175: customers with PV,1674,3876,8642,14916,17944,19355,20190,20849,21387,21872,22309,22705,23062,23320,23431,23451,23382,23232,22981,22618,22141,21568,20907,20164,19335,18419,17412,16323,15162,13926,12608,11205,9726,8177,6556,4863
176: customers with PV,1674,9064,15706,18410,19688,20501,21138,21665,22144,22577,22964,23315,23637,23852,23925,23909,23806,23623,23339,22947,22441,21841,21157,20391,19544,18615,17603,16507,15339,14095,12767,11355,9865,8304,6671,4965
177: customers with PV,1674,2173,3274,5161,7364,9605,11761,13755,15498,16837,17816,18614,19287,19852,20334,20747,21114,21464,21798,22119,22429,22725,23009,23287,23562,23836,24107,24376,24642,24906,25167,25424,25679,25933,26185,26435
178: customers with PV,1674,3292,5401,7713,10029,12269,14282,15956,17191,18111,18870,19510,20049,20501,20888,21249,21593,21921,22234,22533,22820,23099,23375,23647,23917,24183,24447,24707,24963,25217,25467,25715,25961,26206,26449,26690
179: customers with PV,1674,2173,3274,5161,7364,9605,11761,13755,15498,16837,17816,18614,19287,19852,20334,20747,21114,21464,21798,22119,22429,22725,23009,23287,23562,23836,24107,24376,24642,24905,25166,25424,25679,25932,26184,26435
180: customers with PV,1674,3292,5401,7713,10029,12269,14282,15956,17191,18111,18870,19510,20049,20501,20888,21249,21593,21921,22234,22533,22820,23099,23375,23647,23917,24183,24446,24706,24963,25216,25467,25714,25961,26205,26448,26690
181: customers with PV,1674,3911,8874,15209,18096,19461,20288,20947,21490,21984,22430,22832,23196,23528,23833,24116,24378,24622,24851,25067,25272,25466,25651,25827,26003,26181,26361,26544,26728,26914,27102,27293,27484,27678,27873,28070
182: customers with PV,1674,9122,15779,18462,19732,20551,21192,21729,22217,22658,23051,23409,23738,24036,24310,24564,24799,25020,25227,25423,25610,25788,25961,26136,26313,26492,26672,26855,27039,27225,27413,27602,27792,27984,28178,28373
183: customers with PV,1674,3911,8874,15209,18096,19461,20288,20947,21490,21984,22430,22832,23196,23528,23833,24116,24378,24622,24851,25055,25210,25341,25459,25570,25682,25797,25914,26039,26183,26347,26529,26719,26911,27104,27299,27496
184: customers with PV,1674,9122,15779,18462,19732,20551,21192,21729,22217,22658,23051,23409,23738,24036,24310,24564,24799,25020,25227,25406,25537,25645,25746,25850,25958,26067,26179,26297,26435,26593,26767,26955,27146,27338,27531,27726
185: customers with PV,1674,2173,3274,5161,7364,9605,11761,13755,15498,16837,17816,18614,19287,19852,20334,20747,21114,21464,21798,22121,22437,22744,23040,23334,23627,23920,24213,24503,24791,25077,25359,25637,25913,26187,26457,26724
186: customers with PV,1674,3292,5401,7713,10029,12269,14282,15956,17191,18111,18870,19510,20049,20501,20888,21249,21594,21928,22251,22563,22864,23161,23456,23750,24041,24330,24615,24897,25174,25447,25717,25984,26248,26508,26764,27016
187: customers with PV,1674,2173,3274,5161,7364,9605,11761,13755,15498,16837,17816,18614,19287,19852,20334,20747,21114,21464,21798,22121,22437,22744,23040,23334,23627,23920,24212,24502,24790,25075,25356,25634,25910,26183,26453,26719
188: customers with PV,1674,3292,5401,7713,10029,12269,14282,15956,17191,18111,18870,19510,20049,20501,20888,21249,21594,21928,22251,22563,22864,23161,23456,23750,24041,24330,24615,24896,25172,25445,25715,25982,26245,26505,26760,27011
189: customers with PV,1674,3911,8874,15209,18096,19461,20288,20947,21490,21984,22430,22832,23196,23528,23833,24116,24378,24622,24851,25068,25274,25470,25656,25834,26012,26193,26376,26561,26749,26938,27130,27324,27519,27716,27914,28114
190: customers with PV,1674,9122,15779,18462,19732,20551,21192,21729,22217,22658,23051,23409,23738,24036,24310,24564,24800,25022,25231,25428,25617,25796,25971,26149,26329,26511,26695,26881,27069,27258,27449,27642,27836,28031,28227,28425
191: customers with PV,1674,3911,8874,15209,18096,19461,20288,20947,21490,21984,22430,22832,23196,23528,23833,24116,24378,24622,24851,25056,25213,25345,25464,25576,25690,25806,25926,26053,26199,26365,26548,26741,26936,27133,27331,27531
192: customers with PV,1674,9122,15779,18462,19732,20551,21192,21729,22217,22658,23051,23409,23738,24036,24310,24564,24800,25022,25231,25411,25543,25653,25755,25862,25971,26083,26197,26317,26456,26616,26791,26982,27175,27370,27566,27764
193: customers with PV,1674,2167,3227,5056,7226,9434,11556,13524,15261,16623,17622,18419,19093,19660,20144,20556,20892,21192,21467,21715,21933,22120,22280,22411,22515,22597,22655,22691,22705,22697,22666,22611,22534,22437,22320,22183
194: customers with PV,1674,3282,5366,7656,9944,12154,14144,15815,17059,17982,18738,19376,19915,20368,20753,21093,21396,21671,21922,22144,22335,22495,22635,22753,22848,22920,22967,22991,22993,22972,22927,22858,22767,22655,22524,22374
