Years,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,Final
56: customers with PV,1674,3275.146337,5313.532532,7546.030032,9765.692008,11905.37585,13853.01289,15519.53731,16762.99577,17648.45131,18319.37916,18825.41128,19168.27156,19355.74673,19405.336,19354.69156,19208.63049,18966.77804,18620.20714,18156.22115,17577.46847,16882.30753,16062.7416,15110.15392,14015.47393,12770.06193,11367.77362,9807.406831,8097.083726,6243.375804,4261.627744,2192.911621,169.367911,216.618552,214.597919,212.250862
57: customers with PV,1674,3834.160292,8191.378702,14072.8072,17522.26529,19058.69079,19936.82419,20615.27257,21155.85218,21488.96633,21656.72098,21582.77707,21251.2813,20719.91669,20017.75446,19172.85988,18231.17643,17232.20238,16189.4955,15107.79855,14009.01481,12918.80669,11850.49921,10815.57066,9821.69217,8869.494442,7959.792657,7094.099307,6275.647224,5503.006286,4775.003524,4090.243614,3451.550205,2856.057075,2299.334771,1777.51942
58: customers with PV,1674,8916.38545,15443.12033,18222.96344,19534.29836,20344.19008,20985.99317,21511.52515,21974.00267,22235.05218,22326.0944,22169.98472,21762.37355,21159.16443,20388.37352,19479.52722,18479.81015,17429.3594,16341.66784,15221.09908,14089.30702,12974.40824,11893.65198,10852.28795,9852.37511,8894.549785,7979.627286,7109.116798,6286.246932,5509.509225,4777.757198,4089.569186,3447.798825,2849.58363,2290.423023,1766.396723
59: customers with PV,1674,3834.160292,8191.378702,14072.8072,17522.26529,19058.69079,19936.82419,20586.60045,20944.25926,21096.53532,21007.70004,20638.37407,20024.83693,19243.15,18325.9368,17302.93265,16218.64421,15109.74072,13988.05613,12857.0973,11735.29035,10643.64044,9591.884811,8586.778438,7634.785418,6734.711604,5885.28108,5086.900551,4341.755214,3648.124721,3001.958303,2398.436829,1835.197559,1309.355058,817.36034,453.399816
60: customers with PV,1674,8916.38545,15443.12033,18222.96344,19534.29836,20344.19008,20985.99317,21472.48224,21740.50964,21809.45119,21632.02132,21173.04734,20479.70072,19624.59383,18638.88656,17553.44411,16413.63582,15256.43955,14093.3996,12927.44835,11776.56681,10662.80993,9600.517658,8592.369267,7637.840421,6735.340133,5883.60213,5083.002851,4335.792156,3640.210962,2992.274393,2387.121202,1822.357064,1295.07057,801.692929,445.509193
61: customers with PV,1674,3834.160292,8191.378702,14072.8072,17522.26529,19058.69079,19936.82419,20615.27257,21155.85218,21486.1224,21641.27109,21538.04902,21151.68437,20532.17487,19698.80937,18669.20007,17484.58802,16184.03398,14778.2627,13267.46868,11676.80877,10042.05482,8385.509932,6728.551832,5084.723659,3471.30307,1906.129953,399.678751,239.003127,231.144385,227.769233,224.867569,222.376445,220.133503,218.052002,216.113256
62: customers with PV,1674,8916.38545,15443.12033,18222.96344,19534.29836,20344.19008,20985.99317,21511.52515,21974.00267,22232.24947,22312.54305,22131.82409,21674.24533,20986.20059,20085.1613,18990.64989,17745.61179,16390.26609,14935.6919,13381.97512,11754.39162,10093.75837,8423.103852,6755.784624,5102.140541,3479.450969,1906.272184,394.212188,238.419722,230.707778,227.309126,224.381149,221.867182,219.605146,217.508517,215.558165
63: customers with PV,1674,3834.160292,8191.378702,14072.8072,17522.26529,19058.69079,19936.82419,20586.52888,20938.90449,21074.42203,20951.67475,20517.83929,19796.04025,18853.97513,17714.2409,16397.60063,14947.2934,13403.8643,11779.77235,10076.90923,8321.326761,6548.720084,4781.881369,3049.634992,1369.792693,244.801529,228.376191,225.208988,222.737747,220.37282,218.051014,215.941761,214.097021,212.405374,210.816323,209.32022
64: customers with PV,1674,8916.38545,15443.12033,18222.96344,19534.29836,20344.19008,20985.99317,21472.34839,21735.55651,21789.30846,21580.66717,21061.64221,20263.99483,19250.46114,18041.53765,16659.69155,15149.66484,13552.99158,11882.39353,10139.58505,8350.476213,6553.630699,4774.383021,3035.892406,1350.632516,242.423169,228.20052,225.038717,222.515986,220.105693,217.745798,215.604319,213.73155,212.015919,210.406859,208.894305
65: customers with PV,1674,2113.951775,2863.149535,4109.276664,5717.08636,7608.833085,9508.894778,11309.97682,12995.81103,14506.88589,15778.11047,16778.46185,17558.735,18200.0671,18749.73477,19220.38435,19629.30787,19987.75591,20303.2752,20581.46107,20827.77713,21058.42077,21277.05991,21484.32076,21680.5848,21866.05466,22040.55721,22204.35077,22358.80289,22504.07998,22639.64824,22767.75703,22890.78987,23009.36308,23123.55363,23233.09161
66: customers with PV,1674,3215.17674,5065.57987,7153.268218,9207.594829,11171.57618,12984.24897,14582.28538,15912.10846,16935.15319,17718.32494,18381.24233,18954.16853,19442.93324,19858.03408,20210.3426,20513.8841,20780.09185,21028.93308,21263.48513,21483.83009,21691.42658,21887.15664,22071.70783,22245.51261,22408.71445,22561.06586,22705.85139,22845.70632,22980.39833,23108.91544,23231.03669,23347.72826,23459.64891,23566.70312,23668.62382
67: customers with PV,1674,2113.951775,2863.149535,4109.276664,5717.08636,7608.833085,9508.894778,11309.97682,12995.81103,14506.88589,15775.009,16754.68252,17502.67933,18106.9247,18621.98035,19059.54584,19433.19699,19754.07575,20027.37414,20256.9118,20452.64662,20631.75965,20797.7014,20950.1671,21089.34293,21215.18385,21327.84866,21427.98097,21517.3704,21596.117,21663.62268,21722.22779,21774.63633,21821.62203,21863.28849,21899.74066
68: customers with PV,1674,3215.17674,5065.57987,7153.268218,9207.594829,11171.57618,12984.24897,14582.28538,15912.10846,16935.15319,17712.51678,18350.1596,18887.04035,19336.74269,19716.13915,20033.89691,20300.23499,20526.51711,20730.35217,20914.26783,21082.69108,21237.39162,21378.38562,21506.05919,21620.72277,21722.37034,21811.20507,21890.62155,21963.73351,22030.25001,22089.19786,22140.39202,22185.03244,22223.94047,22257.25365,22285.1094
69: customers with PV,1674,2113.951775,2863.149535,4109.276664,5717.08636,7608.833085,9508.894778,11309.97682,12995.81103,14506.88589,15778.11047,16778.46185,17558.735,18200.0671,18749.52366,19218.39957,19623.6687,19976.9996,20285.84743,20555.04084,20789.47926,21005.94595,21208.37033,21397.39026,21573.1402,21735.4729,21883.79835,22017.94934,22139.63407,22248.66088,22343.91941,22427.39053,22501.63455,22567.41052,22624.62184,22673.16106
70: customers with PV,1674,3215.17674,5065.57987,7153.268218,9207.594829,11171.57618,12984.24897,14582.28538,15912.10846,16935.15319,17718.32494,18381.24233,18954.16853,19442.93324,19857.65276,20207.88456,20507.47187,20768.37186,21010.42916,21235.79505,21444.01975,21638.08989,21819.36104,21988.1466,22144.40266,22287.73687,22417.33626,22536.59665,22647.98367,22750.8585,22843.55717,22925.36296,22997.45195,23060.58771,23114.66393,23159.37283
71: customers with PV,1674,2113.951775,2863.149535,4109.276664,5717.08636,7608.833085,9508.894778,11309.97682,12995.81103,14506.88589,15775.009,16753.30157,17496.5783,18092.93084,18596.51735,19018.31013,19372.25374,19670.0319,19916.47731,20114.15566,20272.77848,20410.13059,20529.80119,20631.08972,20713.51066,20776.35323,20819.15644,20842.18693,20847.57839,20834.86739,20802.49854,20752.48802,20687.40081,20608.1488,20514.5203,20406.31312
72: customers with PV,1674,3215.17674,5065.57987,7153.268218,9207.594829,11171.57618,12984.24897,14582.28538,15912.10846,16935.15319,17712.51678,18348.43481,18880.41595,19322.07012,19689.95771,19991.94648,20238.64407,20441.95949,20619.09521,20771.24847,20902.6094,21015.99371,21112.06898,21190.32755,21250.38971,21291.37748,21312.93711,21318.55422,21311.06491,21289.4879,21251.69618,21196.76125,21126.08785,21040.59708,20940.08171,20824.34698
73: customers with PV,1674,3572.950435,6835.843494,11616.35953,15881.74855,18013.32923,19188.38898,19925.2222,20525.61327,21023.71969,21455.276,21854.53213,22216.17,22488.24537,22666.62997,22774.97545,22845.18178,22892.7528,22917.68036,22910.41672,22874.20981,22818.27339,22746.42816,22660.55533,22561.10143,22447.15617,22316.86521,22171.84848,22017.40201,21853.33332,21677.25865,21488.2841,21290.88278,21088.26116,20881.18994,20670.38091
74: customers with PV,1674,8651.17313,14793.57425,17824.05118,19221.70842,20042.3485,20679.04712,21194.70366,21645.00293,22059.01437,22436.04398,22781.75853,23086.04329,23299.87776,23426.5268,23491.26317,23522.10575,23531.92009,23519.50711,23475.0425,23403.0688,23313.26417,23209.58591,23093.89805,22966.55216,22825.47937,22669.7382,22500.98766,22324.48354,22139.92246,21944.49833,21737.29874,21523.91619,21308.51428,21091.47106,20873.14844
75: customers with PV,1674,3572.950435,6835.843494,11616.35953,15881.74855,18013.32923,19188.38898,19925.2222,20525.61327,21023.68565,21387.11133,21615.22266,21762.68062,21838.74702,21846.62403,21785.08824,21673.98845,21528.36306,21345.39065,21118.74696,20867.28786,20601.62419,20325.85671,20041.36559,19745.65283,19437.55545,19117.20337,18786.83434,18453.1645,18115.74292,17771.58506,17420.92317,17068.89726,16718.77809,16371.16474,16026.58558
76: customers with PV,1674,8651.17313,14793.57425,17824.05118,19221.70842,20042.3485,20679.04712,21194.70366,21645.00293,22055.84196,22349.21331,22510.54521,22592.22852,22609.07328,22562.55858,22450.55371,22289.71295,22095.29912,21865.84964,21597.85719,21307.83398,21005.96558,20696.17407,20378.01075,20050.95094,19713.9068,19366.8779,19011.994,18655.89756,18297.97791,17935.07696,17567.29453,17199.68175,16836.48653,16478.72782,16126.54379
77: customers with PV,1674,3572.950435,6835.843494,11616.35953,15881.74855,18013.32923,19188.38898,19925.2222,20525.61327,21023.71969,21455.276,21854.53213,22216.17,22488.21798,22664.98292,22768.44214,22830.70489,22868.18025,22880.31449,22855.44332,22796.42867,22713.91885,22612.01576,22492.52312,22355.54151,22199.99415,22023.15547,21826.14916,21615.14984,21389.53173,21145.92587,20883.80512,20607.9248,20322.10341,20027.14802,19723.82408
78: customers with PV,1674,8651.17313,14793.57425,17824.05118,19221.70842,20042.3485,20679.04712,21194.70366,21645.00293,22059.01437,22436.04398,22781.75853,23086.04329,23299.77964,23424.71726,23484.73598,23508.14983,23508.43252,23483.75665,23422.22341,23328.27268,23212.94699,23080.28873,22932.03376,22768.18613,22586.58217,22384.97285,22164.85088,21932.31383,21686.63744,21424.33351,21144.38883,20853.15113,20555.08449,20250.5928,19940.08051
79: customers with PV,1674,3572.950435,6835.843494,11616.35953,15881.74855,18013.32923,19188.38898,19925.2222,20525.61327,21023.68565,21386.84384,21610.79037,21748.31275,21808.59271,21793.8178,21701.11051,21550.94914,21359.8962,21124.03481,20833.39954,20506.86375,20157.10762,19788.79397,19404.05324,19002.9291,18581.73312,18138.95844,17676.93922,17203.98687,16719.35587,16218.81699,15702.30486,15176.60059,14646.23306,14112.13319,13575.1648
80: customers with PV,1674,8651.17313,14793.57425,17824.05118,19221.70842,20042.3485,20679.04712,21194.70366,21645.00293,22055.84196,22348.86732,22506.42803,22579.14134,22581.66777,22514.0948,22372.75714,22174.92198,21936.77795,21655.92338,21324.96403,20961.06217,20576.12813,20174.98941,19759.6769,19328.59683,18878.5446,18409.04704,17922.3386,17426.66872,16921.15825,16401.42561,15867.28192,15325.42438,14781.30637,14236.29746,13690.86773
81: customers with PV,1674,2122.79949,2907.526261,4216.469071,5913.875798,7866.763561,9789.29937,11611.76206,13306.28973,14820.36757,16055.22155,17016.98366,17752.60678,18359.09084,18876.51985,19317.1777,19694.02977,20015.82606,20288.29762,20515.36915,20714.78555,20897.07516,21063.61823,21213.46098,21345.91528,21460.99879,21559.20518,21641.2715,21709.29953,21766.86037,21813.84166,21849.99164,21876.44979,21893.96963,21902.64436,21902.57377
82: customers with PV,1674,3225.319223,5104.830726,7218.306437,9295.951571,11284.74013,13118.14868,14732.04769,16053.30514,17062.6607,17838.78227,18497.09214,19045.23445,19502.2006,19888.3852,20211.98714,20482.8966,20721.72859,20940.30687,21136.10859,21309.95153,21467.12137,21608.34959,21732.50499,21839.65878,21931.56419,22011.80845,22080.72733,22139.79184,22188.72004,22226.48188,22252.8701,22269.09681,22275.98723,22273.68884,22262.37251
83: customers with PV,1674,2122.79949,2907.526261,4216.469071,5913.875798,7866.763561,9789.29937,11611.76206,13306.28973,14816.90733,16031.56005,16960.65817,17665.12434,18238.48301,18713.04931,19105.96255,19428.82892,19692.91246,19904.37492,20067.8364,20202.89624,20317.71005,20413.36409,20490.64094,20549.8483,20591.02184,20614.64628,20621.56633,20613.92345,20595.30492,20565.63157,20524.67249,20473.57673,20413.11069,20343.38284,20264.5111
84: customers with PV,1674,3225.319223,5104.830726,7218.306437,9295.951571,11284.74013,13118.14868,14732.04769,16053.30514,17055.48393,17806.00345,18428.46413,18943.94758,19364.58881,19704.64314,19977.46308,20191.54749,20370.10907,20525.48493,20655.99155,20763.47943,20850.62129,20918.7454,20968.81703,21001.28264,21017.93082,21022.38041,21014.98876,20997.22375,20968.84509,20928.87765,20877.12402,20814.80554,20742.76022,20661.14735,20570.15278
85: customers with PV,1674,2122.79949,2907.526261,4216.469071,5913.875798,7866.763561,9789.29937,11611.76206,13306.28973,14820.36757,16055.22155,17016.98366,17751.96748,18355.23998,18866.31518,19296.49873,19659.24391,19963.24567,20213.54113,20412.88018,20578.99203,20722.40516,20844.38279,20943.51065,21017.91494,21066.66561,21090.18975,21088.65663,21064.30706,21019.69145,20952.53496,20861.16552,20746.38223,20608.40581,20446.34982,20259.33643
86: customers with PV,1674,3225.319223,5104.830726,7218.306437,9295.951571,11284.74013,13118.14868,14732.04769,16053.30514,17062.6607,17838.78227,18497.09214,19044.28457,19497.69894,19877.25777,20190.18733,20446.9462,20670.15788,20870.95095,21045.42648,21193.49311,21319.39336,21423.17587,21502.76544,21557.38451,21590.26907,21602.0655,21592.13367,21561.97801,21510.29534,21434.28638,21332.33673,21205.39536,21053.86628,20876.98643,20674.09447
87: customers with PV,1674,2122.79949,2907.526261,4216.469071,5913.875798,7866.763561,9789.29937,11611.76206,13306.28973,14816.90733,16030.14533,16953.61053,17647.28954,18204.83394,18658.03293,19023.06161,19310.82193,19532.59956,19693.35981,19795.75637,19858.986,19890.67063,19891.32479,19860.80944,19798.16487,19701.86871,19571.2111,19406.41979,19210.07143,18983.8204,18724.3183,18429.22491,18098.94454,17733.35887,17330.99078,16890.40585
88: customers with PV,1674,3225.319223,5104.830726,7218.306437,9295.951571,11284.74013,13118.14868,14732.04769,16053.30514,17055.45179,17804.14431,18420.68054,18925.20729,19329.98059,19648.65934,19893.45275,20072.34127,20210.79292,20319.75556,20395.07131,20436.97019,20447.02208,20425.43765,20372.13302,20286.47468,20171.33794,20026.49956,19850.76676,19645.22435,19408.08889,19135.88165,18826.25858,18479.78217,18096.48749,17675.05878,17214.18247
89: customers with PV,1674,3615.73447,7050.058106,12021.46844,16229.81393,18230.66919,19333.16251,20049.4818,20640.03309,21129.13711,21562.54449,21913.64969,22119.33738,22250.851,22315.2614,22313.44305,22254.21676,22149.702,21996.63887,21776.76177,21512.57513,21223.77694,20908.21647,20565.69584,20197.51825,19803.9027,19386.1918,18947.81446,18496.67219,18033.37354,17555.98629,17065.79094,16570.47151,16075.20879,15580.95164,15088.58409
90: customers with PV,1674,8693.356731,14915.05139,17892.7918,19273.75946,20088.252,20725.82421,21241.19283,21695.77644,22112.87369,22491.85384,22777.02484,22918.31508,22996.2217,23011.26487,22961.4551,22854.21042,22702.8398,22503.59241,22239.11209,21935.64609,21609.28064,21256.89105,20880.54053,20481.4129,20059.5259,19616.01211,19154.15054,18682.69558,18204.0869,17715.72867,17218.23946,16717.15583,16216.10375,15716.04937,15217.89246
91: customers with PV,1674,3615.73447,7050.058106,12021.46844,16229.81393,18230.66919,19333.16251,20049.4818,20636.34354,21034.48771,21289.87137,21442.58281,21477.71516,21401.98802,21232.6459,20978.60105,20657.24081,20292.52703,19884.93523,19426.26772,18927.18102,18405.42344,17868.52575,17320.22052,16761.83047,16193.66334,15616.99817,15034.90213,14454.03871,13874.7915,13295.45608,12717.00148,12144.73947,11583.6849,11034.39671,10497.15231
92: customers with PV,1674,8693.356731,14915.05139,17892.7918,19273.75946,20088.252,20725.82421,21241.19283,21688.62586,21997.75027,22185.5701,22268.28023,22232.2674,22089.38139,21863.36765,21552.02966,21175.35231,20758.22807,20301.19155,19795.77494,19252.86709,18690.76168,18117.09227,17535.48998,16947.10174,16352.03806,15751.35717,15147.88011,14548.39747,13955.29809,13366.5906,12782.5377,12207.32824,11643.48642,11091.36071,10551.24082
93: customers with PV,1674,3615.73447,7050.058106,12021.46844,16229.81393,18230.66919,19333.16251,20049.4818,20640.03309,21129.13711,21562.54449,21913.50556,22116.00824,22239.92397,22290.66829,22267.93632,22179.97964,22039.33711,21841.6076,21566.16355,21233.47168,20864.73904,20459.43661,20014.66599,19530.69377,19006.4039,18442.05941,17840.49023,17210.53649,16551.94889,15860.99414,15138.17141,14392.79182,13630.46558,12852.15882,12058.83518
94: customers with PV,1674,8693.356731,14915.05139,17892.7918,19273.75946,20088.252,20725.82421,21241.19283,21695.77644,22112.87369,22491.85384,22776.83833,22915.08987,22986.06717,22988.4868,22919.15024,22784.97101,22599.56733,22357.94642,22040.22965,21670.49718,21266.68772,20825.85973,20348.2374,19834.01875,19281.93324,18691.97656,18066.86933,17417.24931,16743.92708,16042.37519,15312.33602,14560.52881,13791.49406,13006.23015,12205.73198
95: customers with PV,1674,3615.73447,7050.058106,12021.46844,16229.81393,18230.66919,19333.16251,20049.4818,20636.34354,21033.93,21284.5061,21424.56855,21436.83844,21328.08952,21113.12515,20798.27633,20399.51696,19941.244,19421.83422,18828.86344,18171.98007,17470.74629,16733.18196,15962.89177,15160.48319,14325.16343,13457.35983,12560.11906,11642.27681,10703.82255,9741.400392,8755.645072,7754.606568,6744.752324,5726.997245,4701.546296
96: customers with PV,1674,8693.356731,14915.05139,17892.7918,19273.75946,20088.252,20725.82421,21241.19283,21688.62586,21997.11869,22180.61647,22252.0156,22195.15735,22021.48711,21752.10402,21381.94258,20929.66782,20420.67379,19853.27304,19214.75431,18514.87924,17773.62866,16999.13847,16194.9851,15361.67712,14498.29339,13605.12797,12685.06289,11747.61342,10794.50718,9821.669048,8829.007319,7823.015593,6808.046548,5785.015696,4754.166344
97: customers with PV,1674,2151.378025,3057.498475,4580.105448,6528.235425,8605.139646,10615.6476,12521.83705,14249.67131,15706.48009,16791.33831,17573.18591,18172.1274,18624.89692,18957.4088,19183.55923,19318.04671,19384.98925,19408.54267,19387.21548,19322.72292,19217.96784,19074.48187,18894.84595,18686.42612,18449.88862,18185.19164,17892.91791,17574.9305,17231.49875,16862.31782,16467.97507,16050.50058,15611.93384,15154.19792,14678.37666
98: customers with PV,1674,3257.639058,5244.636176,7427.148882,9587.862543,11666.26722,13572.22772,15229.03221,16513.40004,17444.14995,18163.55782,18733.48552,19164.03268,19472.2121,19675.63292,19798.17066,19871.8671,19901.85117,19887.96307,19828.53678,19725.71547,19585.10333,19415.10878,19216.54931,18989.35126,18733.27929,18448.44584,18135.59272,17796.75294,17432.33676,17042.16682,16627.60392,16191.3741,15735.16193,15260.03185,14767.10941
99: customers with PV,1674,2151.378025,3057.498475,4580.105448,6528.235425,8605.139646,10615.6476,12516.04563,14218.79425,15647.84888,16690.40434,17418.09409,17957.11436,18347.94702,18617.00204,18778.71073,18848.12518,18849.60482,18807.39531,18720.27709,18590.06668,18419.83895,18211.30526,17967.12,17694.7145,17394.95126,17067.91823,16714.3222,16336.13512,15933.74873,15506.98522,15056.54649,14584.55477,14093.02555,13584.00737,13058.7082
100: customers with PV,1674,3257.639058,5244.636176,7427.148882,9587.862543,11666.26722,13572.22772,15217.87973,16472.24079,17369.72111,18041.35586,18552.73396,18920.15917,19163.90296,19301.97599,19358.58871,19365.90987,19329.24285,19248.62431,19122.58313,18953.43245,18746.80137,18511.23849,18247.71861,17956.29903,17636.87804,17289.69906,16915.62778,16516.80438,16093.75937,15646.43957,15176.16907,14685.87806,14177.33189,13651.67687,13110.11266
101: customers with PV,1674,2151.378025,3057.498475,4580.105448,6528.235425,8605.139646,10615.6476,12521.83705,14249.67131,15704.58633,16781.86535,17547.1144,18117.26309,18528.20953,18808.11872,18961.37546,18995.54379,18939.22185,18805.38626,18584.29098,18270.63033,17862.93833,17358.89735,16762.51771,16068.7894,15271.07717,14364.02784,13344.86454,12216.02695,10978.18728,9632.674935,8187.06749,6656.728605,5064.237912,3447.399979,1834.327119
102: customers with PV,1674,3257.639058,5244.636176,7427.148882,9587.862543,11666.26722,13572.22772,15229.03221,16513.36001,17441.48317,18162.20336,18736.74848,19159.88376,19440.12152,19592.22795,19648.84865,19628.98568,19533.89778,19357.34253,19089.8874,18731.15545,18288.12985,17756.26008,17129.96265,16403.07167,15569.3856,14624.06506,13564.94579,12395.48799,11118.12981,9734.716626,8252.537302,6687.449633,5062.634409,3417.64565,1781.938164
